class,XX1_1,YY1_1,XX2_1,YY2_1,SIZE_1,DIAG_1,XX1_2,YY1_2,XX2_2,YY2_2,SIZE_2,DIAG_2,XX3_1,YY1_3,XX2_3,YY2_3,SIZE_3,DIAG_3,XX1_4,YY1_4,XX2_4,YY2_4,SIZE_4,DIAG_4,XX1_5,YY1_5,XX2_5,YY2_5,SIZE_5,DIAG_5
9,0,0,0,29,29.00,39.29,0,29,2,38,9.22,39.29,2,38,10,31,10.63,39.29,10,31,10,24,7.00,39.29,10,24,0,17,12.21,39.29
7,0,0,0,8,8.00,21.10,10,0,11,10,10.05,21.10,0,8,11,10,11.18,21.10,0,8,2,18,10.20,21.10,11,10,11,17,7.00,21.10
4,0,0,0,8,8.00,34.06,0,8,0,26,18.00,34.06,0,8,10,8,10.00,34.06,0,26,22,25,22.02,34.06,0,0,10,2,10.20,34.06
1,0,0,0,17,17.00,33.24,24,0,24,21,21.00,33.24,0,17,24,21,24.33,33.24,0,17,8,23,10.00,33.24,24,21,8,23,16.12,33.24
4,0,0,0,20,20.00,36.80,0,20,1,27,7.07,36.80,0,20,25,21,25.02,36.80,1,27,16,27,15.00,36.80,0,0,11,1,11.05,36.80
2,16,0,8,5,9.43,35.78,8,5,0,10,9.43,35.78,0,10,0,21,11.00,35.78,0,21,8,26,9.43,35.78,8,26,16,32,10.00,35.78
7,0,0,0,21,21.00,45.28,21,0,23,11,11.18,45.28,0,21,23,11,25.08,45.28,0,21,2,39,18.11,45.28,23,11,21,24,13.15,45.28
2,19,0,7,6,13.42,42.49,7,6,0,12,9.22,42.49,0,12,0,25,13.00,42.49,0,25,7,31,9.22,42.49,7,31,19,38,13.89,42.49
3,0,0,1,23,23.02,25.94,1,23,11,18,11.18,25.94,11,18,12,12,6.08,25.94,12,12,11,6,6.08,25.94,11,6,0,0,12.53,25.94
4,0,0,0,25,25.00,44.38,0,25,0,40,15.00,44.38,0,25,12,27,12.17,44.38,0,40,12,38,12.17,44.38,0,0,17,-1,17.03,44.38
4,0,0,0,6,6.00,37.54,0,6,1,27,21.02,37.54,0,6,10,4,10.20,37.54,1,27,23,28,22.02,37.54,0,0,25,2,25.08,37.54
7,0,0,0,13,13.00,48.01,24,0,26,17,17.12,48.01,0,13,26,17,26.31,48.01,0,13,0,31,18.00,48.01,26,17,28,39,22.09,48.01
6,18,0,0,13,22.20,44.72,0,13,0,26,13.00,44.72,0,26,18,40,22.80,44.72,18,0,16,8,8.25,44.72,20,8,13,8,7.00,44.72
9,0,0,0,21,21.00,37.36,0,21,0,36,15.00,37.36,0,36,10,29,12.21,37.36,10,29,10,20,9.00,37.36,10,20,0,11,13.45,37.36
2,20,0,6,4,14.56,31.24,6,4,0,8,7.21,31.24,0,8,0,16,8.00,31.24,0,16,6,20,7.21,31.24,6,20,20,24,14.56,31.24
2,19,0,14,3,5.83,27.59,14,3,0,6,14.32,27.59,0,6,0,13,7.00,27.59,0,13,14,16,14.32,27.59,14,16,19,20,6.40,27.59
3,0,0,1,39,39.01,43.83,1,39,17,30,18.36,43.83,17,30,20,20,10.44,43.83,20,20,17,10,10.44,43.83,17,10,0,0,19.72,43.83
4,0,0,0,17,17.00,42.72,0,17,1,36,19.03,42.72,0,17,17,15,17.12,42.72,1,36,15,35,14.04,42.72,0,0,23,0,23.00,42.72
6,21,0,0,16,26.40,52.39,0,16,0,32,16.00,52.39,0,32,21,48,26.40,52.39,21,0,21,8,8.00,52.39,21,8,16,8,5.00,52.39
7,0,0,0,8,8.00,28.64,6,0,6,8,8.00,28.64,0,8,6,8,6.00,28.64,0,8,2,28,20.10,28.64,6,8,4,20,12.17,28.64
3,0,0,1,33,33.02,45.28,1,33,14,24,15.81,45.28,14,24,31,16,18.79,45.28,31,16,14,8,18.79,45.28,14,8,0,0,16.12,45.28
9,0,0,0,22,22.00,43.08,0,22,2,40,18.11,43.08,2,40,16,30,17.20,43.08,16,30,16,18,12.00,43.08,16,18,0,6,20.00,43.08
1,0,0,0,11,11.00,38.95,18,0,19,10,10.05,38.95,0,11,19,10,19.03,38.95,0,11,16,34,28.02,38.95,19,10,16,34,24.19,38.95
7,0,0,0,22,22.00,39.36,16,0,18,10,10.20,39.36,0,22,18,10,21.63,39.36,0,22,1,30,8.06,39.36,18,10,17,35,25.02,39.36
7,0,0,0,22,22.00,29.41,8,0,9,17,17.03,29.41,0,22,9,17,10.30,29.41,0,22,1,28,6.08,29.41,9,17,9,26,9.00,29.41
7,0,0,0,18,18.00,32.28,9,0,9,9,9.00,32.28,0,18,9,9,12.73,32.28,0,18,2,28,10.20,32.28,9,9,9,31,22.00,32.28
9,0,0,0,34,34.00,45.22,0,34,1,43,9.06,45.22,1,43,14,38,13.93,45.22,14,38,14,32,6.00,45.22,14,32,0,26,15.23,45.22
3,0,0,0,34,34.00,41.05,0,34,17,24,19.72,41.05,17,24,23,17,9.22,41.05,23,17,17,8,10.82,41.05,17,8,0,0,18.79,41.05
7,0,0,0,20,20.00,35.81,18,0,20,12,12.17,35.81,0,20,20,12,21.54,35.81,0,20,1,27,7.07,35.81,20,12,21,29,17.03,35.81
4,0,0,0,16,16.00,40.61,0,16,1,31,15.03,40.61,0,16,14,17,14.04,40.61,1,31,25,32,24.02,40.61,0,0,22,0,22.00,40.61
7,0,0,0,23,23.00,45.49,25,0,25,13,13.00,45.49,0,23,25,13,26.93,45.49,0,23,1,34,11.05,45.49,25,13,23,38,25.08,45.49
4,0,0,0,19,19.00,49.82,0,19,1,38,19.03,49.82,0,19,28,19,28.00,49.82,1,38,18,39,17.03,49.82,0,0,31,2,31.06,49.82
4,0,0,0,9,9.00,31.40,0,9,2,23,14.14,31.40,0,9,19,8,19.03,31.40,2,23,14,25,12.17,31.40,0,0,16,1,16.03,31.40
7,0,0,0,19,19.00,41.11,11,0,13,8,8.25,41.11,0,19,13,8,17.03,41.11,0,19,2,39,20.10,41.11,13,8,13,18,10.00,41.11
9,0,0,0,27,27.00,39.56,0,27,2,37,10.20,39.56,2,37,14,28,15.00,39.56,14,28,14,17,11.00,39.56,14,17,0,6,17.80,39.56
7,0,0,0,17,17.00,37.58,14,0,16,22,22.09,37.58,0,17,16,22,16.76,37.58,0,17,0,29,12.00,37.58,16,22,15,34,12.04,37.58
6,17,0,0,14,22.02,46.10,0,14,0,28,14.00,46.10,0,28,17,42,22.02,46.10,17,0,18,6,6.08,46.10,19,6,13,6,6.00,46.10
9,0,0,0,26,26.00,42.80,0,26,0,34,8.00,42.80,0,34,26,26,27.20,42.80,26,26,26,16,10.00,42.80,26,16,0,6,27.86,42.80
4,0,0,0,25,25.00,61.07,0,25,0,47,22.00,61.07,0,25,27,23,27.07,61.07,0,47,39,46,39.01,61.07,0,0,27,0,27.00,61.07
4,0,0,0,12,12.00,36.40,0,12,2,29,17.12,36.40,0,12,22,11,22.02,36.40,2,29,15,29,13.00,36.40,0,0,19,1,19.03,36.40
1,0,0,0,20,20.00,42.06,12,0,13,20,20.02,42.06,0,20,13,20,13.00,42.06,0,20,11,40,22.83,42.06,13,20,11,40,20.10,42.06
2,16,0,4,4,12.65,28.84,4,4,0,8,5.66,28.84,0,8,0,16,8.00,28.84,0,16,4,20,5.66,28.84,4,20,16,24,12.65,28.84
7,0,0,0,20,20.00,29.15,10,0,11,10,10.05,29.15,0,20,11,10,14.87,29.15,0,20,1,27,7.07,29.15,11,10,9,18,8.25,29.15
7,0,0,0,20,20.00,53.00,25,0,26,9,9.06,53.00,0,20,26,9,28.23,53.00,0,20,0,45,25.00,53.00,26,9,28,18,9.22,53.00
1,0,0,0,7,7.00,26.25,6,0,8,7,7.28,26.25,0,7,8,7,8.00,26.25,0,7,5,25,18.68,26.25,8,7,5,25,18.25,26.25
7,0,0,0,16,16.00,41.40,23,0,25,14,14.14,41.40,0,16,25,14,25.08,41.40,0,16,2,32,16.12,41.40,25,14,25,33,19.00,41.40
4,0,0,0,19,19.00,54.49,0,19,2,39,20.10,54.49,0,19,27,19,27.00,54.49,2,39,37,40,35.01,54.49,0,0,36,2,36.06,54.49
9,0,0,0,25,25.00,33.73,0,25,1,33,8.06,33.73,1,33,7,28,7.81,33.73,7,28,7,22,6.00,33.73,7,22,0,16,9.22,33.73
7,0,0,0,17,17.00,43.57,22,0,23,20,20.02,43.57,0,17,23,20,23.19,43.57,0,17,0,37,20.00,43.57,23,20,23,28,8.00,43.57
2,15,0,7,5,9.43,33.54,7,5,0,10,8.60,33.54,0,10,0,20,10.00,33.54,0,20,7,25,8.60,33.54,7,25,15,30,9.43,33.54
4,0,0,0,25,25.00,48.55,0,25,0,41,16.00,48.55,0,25,26,23,26.08,48.55,0,41,10,41,10.00,48.55,0,0,13,0,13.00,48.55
3,0,0,0,21,21.00,25.24,0,21,12,15,13.42,25.24,12,15,14,10,5.39,25.24,14,10,12,5,5.39,25.24,12,5,0,0,13.00,25.24
3,0,0,2,34,34.06,39.45,2,34,14,24,15.62,39.45,14,24,20,17,9.22,39.45,20,17,14,8,10.82,39.45,14,8,0,0,16.12,39.45
7,0,0,0,25,25.00,50.33,16,0,18,14,14.14,50.33,0,25,18,14,21.10,50.33,0,25,2,47,22.09,50.33,18,14,18,36,22.00,50.33
9,0,0,0,26,26.00,44.27,0,26,0,42,16.00,44.27,0,42,14,34,16.12,44.27,14,34,14,24,10.00,44.27,14,24,0,14,17.20,44.27
6,18,0,0,10,20.59,35.51,0,10,0,20,10.00,35.51,0,20,18,30,20.59,35.51,18,0,19,6,6.08,35.51,19,6,15,6,4.00,35.51
6,13,0,0,9,15.81,30.53,0,9,0,18,9.00,30.53,0,18,13,26,15.26,30.53,13,0,15,8,8.25,30.53,16,8,11,8,5.00,30.53
4,0,0,0,22,22.00,53.41,0,22,2,40,18.11,53.41,0,22,13,20,13.15,53.41,2,40,11,38,9.22,53.41,0,0,33,-2,33.06,53.41
7,0,0,0,17,17.00,38.28,18,0,19,8,8.06,38.28,0,17,19,8,21.02,38.28,0,17,1,32,15.03,38.28,19,8,21,15,7.28,38.28
4,0,0,0,19,19.00,37.70,0,19,1,32,13.04,37.70,0,19,11,20,11.05,37.70,1,32,7,34,6.32,37.70,0,0,14,-1,14.04,37.70
4,0,0,0,15,15.00,36.62,0,15,0,30,15.00,36.62,0,15,19,13,19.10,36.62,0,30,15,30,15.00,36.62,0,0,21,0,21.00,36.62
1,0,0,0,16,16.00,37.64,9,0,11,17,17.12,37.64,0,16,11,17,11.05,37.64,0,16,9,36,21.93,37.64,11,17,9,36,19.10,37.64
4,0,0,0,6,6.00,20.12,0,6,1,18,12.04,20.12,0,6,9,7,9.06,20.12,1,18,7,17,6.08,20.12,0,0,8,0,8.00,20.12
6,26,0,0,9,27.51,38.90,0,9,0,18,9.00,38.90,0,18,26,28,27.86,38.90,26,0,24,9,9.22,38.90,27,9,23,9,4.00,38.90
4,0,0,0,22,22.00,48.92,0,22,0,37,15.00,48.92,0,22,32,22,32.00,48.92,0,37,8,37,8.00,48.92,0,0,9,0,9.00,48.92
7,0,0,0,10,10.00,38.83,19,0,21,7,7.28,38.83,0,10,21,7,21.21,38.83,0,10,2,32,22.09,38.83,21,7,22,28,21.02,38.83
2,16,0,8,5,9.43,35.78,8,5,0,10,9.43,35.78,0,10,0,21,11.00,35.78,0,21,8,26,9.43,35.78,8,26,16,32,10.00,35.78
1,0,0,0,23,23.00,37.70,13,0,14,20,20.02,37.70,0,23,14,20,14.32,37.70,0,23,8,35,14.42,37.70,14,20,8,35,16.16,37.70
3,0,0,0,22,22.00,24.60,0,22,10,18,10.77,24.60,10,18,11,11,7.07,24.60,11,11,10,6,5.10,24.60,10,6,0,0,11.66,24.60
9,0,0,0,30,30.00,54.23,0,30,2,50,20.10,54.23,2,50,21,42,20.62,54.23,21,42,21,33,9.00,54.23,21,33,0,24,22.85,54.23
2,14,0,7,5,8.60,31.30,7,5,0,10,8.60,31.30,0,10,0,19,9.00,31.30,0,19,7,24,8.60,31.30,7,24,14,28,8.06,31.30
7,0,0,0,6,6.00,37.01,20,0,21,8,8.06,37.01,0,6,21,8,21.10,37.01,0,6,1,29,23.02,37.01,21,8,23,27,19.10,37.01
2,24,0,4,4,20.40,35.38,4,4,0,8,5.66,35.38,0,8,0,17,9.00,35.38,0,17,4,21,5.66,35.38,4,21,24,26,20.62,35.38
7,0,0,0,8,8.00,36.40,12,0,12,12,12.00,36.40,0,8,12,12,12.65,36.40,0,8,1,27,19.03,36.40,12,12,13,34,22.02,36.40
4,0,0,0,15,15.00,32.70,0,15,1,30,15.03,32.70,0,15,7,16,7.07,32.70,1,30,13,29,12.04,32.70,0,0,11,2,11.18,32.70
7,0,0,0,11,11.00,39.41,23,0,23,12,12.00,39.41,0,11,23,12,23.02,39.41,0,11,1,21,10.05,39.41,23,12,23,32,20.00,39.41
7,0,0,0,11,11.00,40.80,23,0,24,12,12.04,40.80,0,11,24,12,24.02,40.80,0,11,0,25,14.00,40.80,24,12,24,33,21.00,40.80
4,0,0,0,17,17.00,50.00,0,17,0,38,21.00,50.00,0,17,30,17,30.00,50.00,0,38,7,40,7.28,50.00,0,0,13,0,13.00,50.00
2,16,0,4,4,12.65,28.84,4,4,0,8,5.66,28.84,0,8,0,16,8.00,28.84,0,16,4,20,5.66,28.84,4,20,16,24,12.65,28.84
6,7,0,0,6,9.22,19.70,0,6,0,12,6.00,19.70,0,12,7,18,9.22,19.70,7,0,7,11,11.00,19.70,8,11,3,11,5.00,19.70
9,0,0,0,37,37.00,72.01,0,37,2,57,20.10,72.01,2,57,44,41,44.94,72.01,44,41,44,24,17.00,72.01,44,24,0,7,47.17,72.01
9,0,0,0,29,29.00,46.24,0,29,1,43,14.04,46.24,1,43,17,36,17.46,46.24,17,36,17,27,9.00,46.24,17,27,0,18,19.24,46.24
3,0,0,0,28,28.00,31.30,0,28,12,21,13.89,31.30,12,21,14,14,7.28,31.30,14,14,12,7,7.28,31.30,12,7,0,0,13.89,31.30
2,21,0,1,5,20.62,35.00,1,5,0,10,5.10,35.00,0,10,0,19,9.00,35.00,0,19,1,24,5.10,35.00,1,24,21,28,20.40,35.00
7,0,0,0,17,17.00,38.28,19,0,21,13,13.15,38.28,0,17,21,13,21.38,38.28,0,17,0,32,15.00,38.28,21,13,21,27,14.00,38.28
2,19,0,2,6,18.03,40.71,2,6,0,12,6.32,40.71,0,12,0,24,12.00,40.71,0,24,2,30,6.32,40.71,2,30,19,36,18.03,40.71
7,0,0,0,8,8.00,32.28,8,0,9,9,9.06,32.28,0,8,9,9,9.06,32.28,0,8,1,21,13.04,32.28,9,9,9,31,22.00,32.28
7,0,0,0,23,23.00,51.43,23,0,23,20,20.00,51.43,0,23,23,20,23.19,51.43,0,23,0,46,23.00,51.43,23,20,23,28,8.00,51.43
2,10,0,5,3,5.83,22.36,5,3,0,6,5.83,22.36,0,6,0,13,7.00,22.36,0,13,5,16,5.83,22.36,5,16,10,20,6.40,22.36
9,0,0,0,29,29.00,43.32,0,29,1,41,12.04,43.32,1,41,14,31,16.40,43.32,14,31,14,20,11.00,43.32,14,20,0,9,17.80,43.32
9,0,0,0,32,32.00,58.87,0,32,1,55,23.02,58.87,1,55,21,42,23.85,58.87,21,42,21,27,15.00,58.87,21,27,0,12,25.81,58.87
1,0,0,0,7,7.00,33.42,24,0,26,11,11.18,33.42,0,7,26,11,26.31,33.42,0,7,16,21,21.26,33.42,26,11,16,21,14.14,33.42
9,0,0,0,26,26.00,44.27,0,26,1,42,16.03,44.27,1,42,14,35,14.76,44.27,14,35,14,25,10.00,44.27,14,25,0,15,17.20,44.27
7,0,0,0,24,24.00,46.65,22,0,24,12,12.17,46.65,0,24,24,12,26.83,46.65,0,24,1,40,16.03,46.65,24,12,24,26,14.00,46.65
6,18,0,0,8,19.70,31.89,0,8,0,16,8.00,31.89,0,16,18,24,19.70,31.89,18,0,20,7,7.28,31.89,21,7,15,7,6.00,31.89
7,0,0,0,6,6.00,27.02,15,0,17,8,8.25,27.02,0,6,17,8,17.12,27.02,0,6,0,21,15.00,27.02,17,8,17,17,9.00,27.02
7,0,0,0,12,12.00,29.41,17,0,17,6,6.00,29.41,0,12,17,6,18.03,29.41,0,12,2,24,12.17,29.41,17,6,17,12,6.00,29.41
1,0,0,0,25,25.00,44.91,7,0,9,10,10.20,44.91,0,25,9,10,17.49,44.91,0,25,7,44,20.25,44.91,9,10,7,44,34.06,44.91
3,0,0,1,20,20.02,26.25,1,20,9,15,9.43,26.25,9,15,17,10,9.43,26.25,17,10,9,5,9.43,26.25,9,5,0,0,10.30,26.25
9,0,0,0,30,30.00,60.21,0,30,2,45,15.13,60.21,2,45,40,34,39.56,60.21,40,34,40,20,14.00,60.21,40,20,0,6,42.38,60.21
4,0,0,0,19,19.00,51.09,0,19,2,35,16.12,51.09,0,19,33,20,33.02,51.09,2,35,14,37,12.17,51.09,0,0,20,-2,20.10,51.09
6,7,0,0,5,8.60,16.12,0,5,0,10,5.00,16.12,0,10,7,14,8.06,16.12,7,0,8,11,11.05,16.12,8,11,4,11,4.00,16.12
4,0,0,0,11,11.00,24.70,0,11,1,20,9.06,24.70,0,11,13,13,13.15,24.70,1,20,10,18,9.22,24.70,0,0,6,-1,6.08,24.70
4,0,0,0,10,10.00,18.87,0,10,0,16,6.00,18.87,0,10,10,9,10.05,18.87,0,16,10,16,10.00,18.87,0,0,10,2,10.20,18.87
4,0,0,0,12,12.00,34.01,0,12,0,30,18.00,34.01,0,12,9,12,9.00,34.01,0,30,14,28,14.14,34.01,0,0,7,-1,7.07,34.01
3,0,0,0,39,39.00,43.83,0,39,17,30,19.24,43.83,17,30,20,20,10.44,43.83,20,20,17,10,10.44,43.83,17,10,0,0,19.72,43.83
4,0,0,0,6,6.00,16.28,0,6,1,12,6.08,16.28,0,6,6,5,6.08,16.28,1,12,11,12,10.00,16.28,0,0,9,0,9.00,16.28
3,0,0,2,34,34.06,38.01,2,34,14,24,15.62,38.01,14,24,17,17,7.62,38.01,17,17,14,8,9.49,38.01,14,8,0,0,16.12,38.01
7,0,0,0,15,15.00,30.46,11,0,12,9,9.06,30.46,0,15,12,9,13.42,30.46,0,15,1,28,13.04,30.46,12,9,10,16,7.28,30.46
9,0,0,0,36,36.00,60.21,0,36,0,59,23.00,60.21,0,59,12,51,14.42,60.21,12,51,12,42,9.00,60.21,12,42,0,33,15.00,60.21
9,0,0,0,24,24.00,35.51,0,24,1,30,6.08,35.51,1,30,19,24,18.97,35.51,19,24,19,15,9.00,35.51,19,15,0,6,21.02,35.51
4,0,0,0,10,10.00,38.95,0,10,0,28,18.00,38.95,0,10,26,8,26.08,38.95,0,28,25,26,25.08,38.95,0,0,21,-1,21.02,38.95
4,0,0,0,25,25.00,59.82,0,25,2,47,22.09,59.82,0,25,22,25,22.00,59.82,2,47,8,47,6.00,59.82,0,0,37,0,37.00,59.82
9,0,0,0,31,31.00,50.92,0,31,0,48,17.00,50.92,0,48,17,36,20.81,50.92,17,36,17,23,13.00,50.92,17,23,0,10,21.40,50.92
7,0,0,0,21,21.00,43.91,22,0,22,24,24.00,43.91,0,21,22,24,22.20,43.91,0,21,1,38,17.03,43.91,22,24,21,37,13.04,43.91
1,0,0,0,24,24.00,38.28,20,0,21,9,9.06,38.28,0,24,21,9,25.81,38.28,0,24,6,32,10.00,38.28,21,9,6,32,27.46,38.28
4,0,0,0,8,8.00,33.97,0,8,1,25,17.03,33.97,0,8,23,8,23.00,33.97,1,25,13,25,12.00,33.97,0,0,16,1,16.03,33.97
1,0,0,0,7,7.00,32.25,15,0,16,6,6.08,32.25,0,7,16,6,16.03,32.25,0,7,5,28,21.59,32.25,16,6,5,28,24.60,32.25
7,0,0,0,11,11.00,29.53,10,0,12,16,16.12,29.53,0,11,12,16,13.00,29.53,0,11,2,26,15.13,29.53,12,16,14,25,9.22,29.53
4,0,0,0,19,19.00,29.68,0,19,0,25,6.00,29.68,0,19,10,21,10.20,29.68,0,25,8,25,8.00,29.68,0,0,16,0,16.00,29.68
4,0,0,0,14,14.00,40.36,0,14,2,28,14.14,40.36,0,14,21,14,21.00,40.36,2,28,15,26,13.15,40.36,0,0,27,-2,27.07,40.36
6,10,0,0,7,12.21,24.60,0,7,0,14,7.00,24.60,0,14,10,22,12.81,24.60,10,0,9,9,9.06,24.60,11,9,6,9,5.00,24.60
9,0,0,0,33,33.00,47.71,0,33,1,40,7.07,47.71,1,40,26,30,26.93,47.71,26,30,26,18,12.00,47.71,26,18,0,6,28.64,47.71
2,14,0,7,5,8.60,31.30,7,5,0,10,8.60,31.30,0,10,0,19,9.00,31.30,0,19,7,24,8.60,31.30,7,24,14,28,8.06,31.30
2,11,0,5,4,7.21,24.60,5,4,0,8,6.40,24.60,0,8,0,15,7.00,24.60,0,15,5,19,6.40,24.60,5,19,11,22,6.71,24.60
7,0,0,0,9,9.00,31.76,15,0,15,13,13.00,31.76,0,9,15,13,15.52,31.76,0,9,2,26,17.12,31.76,15,13,15,28,15.00,31.76
4,0,0,0,17,17.00,42.20,0,17,0,31,14.00,42.20,0,17,25,16,25.02,42.20,0,31,11,32,11.05,42.20,0,0,9,-2,9.22,42.20
7,0,0,0,10,10.00,31.62,8,0,9,13,13.04,31.62,0,10,9,13,9.49,31.62,0,10,2,30,20.10,31.62,9,13,10,21,8.06,31.62
3,0,0,1,23,23.02,32.53,1,23,16,18,15.81,32.53,16,18,23,12,9.22,32.53,23,12,16,6,9.22,32.53,16,6,0,0,17.09,32.53
7,0,0,0,6,6.00,40.61,24,0,25,9,9.06,40.61,0,6,25,9,25.18,40.61,0,6,0,20,14.00,40.61,25,9,25,32,23.00,40.61
4,0,0,0,22,22.00,40.22,0,22,1,33,11.05,40.22,0,22,10,22,10.00,40.22,1,33,21,32,20.02,40.22,0,0,23,0,23.00,40.22
3,0,0,0,34,34.00,38.01,0,34,14,24,17.20,38.01,14,24,17,17,7.62,38.01,17,17,14,8,9.49,38.01,14,8,0,0,16.12,38.01
4,0,0,0,11,11.00,41.11,0,11,0,29,18.00,41.11,0,11,27,11,27.00,41.11,0,29,7,27,7.28,41.11,0,0,9,-2,9.22,41.11
6,7,0,0,5,8.60,16.64,0,5,0,10,5.00,16.64,0,10,7,14,8.06,16.64,7,0,8,7,7.07,16.64,9,7,3,7,6.00,16.64
7,0,0,0,11,11.00,31.40,19,0,19,11,11.00,31.40,0,11,19,11,19.00,31.40,0,11,0,25,14.00,31.40,19,11,17,25,14.14,31.40
7,0,0,0,15,15.00,36.24,17,0,17,10,10.00,36.24,0,15,17,10,17.72,36.24,0,15,1,32,17.03,36.24,17,10,16,29,19.03,36.24
7,0,0,0,19,19.00,28.18,11,0,13,9,9.22,28.18,0,19,13,9,16.40,28.18,0,19,1,25,6.08,28.18,13,9,12,19,10.05,28.18
9,0,0,0,24,24.00,38.01,0,24,2,34,10.20,38.01,2,34,17,26,17.00,38.01,17,26,17,16,10.00,38.01,17,16,0,6,19.72,38.01
2,13,0,2,4,11.70,29.07,2,4,0,8,4.47,29.07,0,8,0,17,9.00,29.07,0,17,2,21,4.47,29.07,2,21,13,26,12.08,29.07
7,0,0,0,22,22.00,51.97,25,0,26,23,23.02,51.97,0,22,26,23,26.02,51.97,0,22,1,38,16.03,51.97,26,23,26,45,22.00,51.97
4,0,0,0,19,19.00,41.23,0,19,0,30,11.00,41.23,0,19,6,19,6.00,41.23,0,30,26,32,26.08,41.23,0,0,19,0,19.00,41.23
4,0,0,0,6,6.00,28.32,0,6,0,20,14.00,28.32,0,6,19,4,19.10,28.32,0,20,13,21,13.04,28.32,0,0,12,2,12.17,28.32
7,0,0,0,7,7.00,38.47,16,0,18,10,10.20,38.47,0,7,18,10,18.25,38.47,0,7,0,22,15.00,38.47,18,10,16,34,24.08,38.47
1,0,0,0,11,11.00,30.02,15,0,15,15,15.00,30.02,0,11,15,15,15.52,30.02,0,11,2,26,15.13,30.02,15,15,2,26,17.03,30.02
4,0,0,0,22,22.00,49.58,0,22,1,36,14.04,49.58,0,22,8,24,8.25,49.58,1,36,31,34,30.07,49.58,0,0,33,-1,33.02,49.58
4,0,0,0,11,11.00,26.25,0,11,2,18,7.28,26.25,0,11,17,11,17.00,26.25,2,18,8,20,6.32,26.25,0,0,17,1,17.03,26.25
4,0,0,0,16,16.00,41.87,0,16,2,31,15.13,41.87,0,16,25,16,25.00,41.87,2,31,22,31,20.00,41.87,0,0,27,-1,27.02,41.87
4,0,0,0,22,22.00,52.80,0,22,0,41,19.00,52.80,0,22,17,20,17.12,52.80,0,41,29,39,29.07,52.80,0,0,32,-1,32.02,52.80
3,0,0,0,30,30.00,33.54,0,30,14,24,15.23,33.54,14,24,15,15,9.06,33.54,15,15,14,8,7.07,33.54,14,8,0,0,16.12,33.54
6,26,0,0,16,30.53,56.08,0,16,0,32,16.00,56.08,0,32,26,48,30.53,56.08,26,0,27,8,8.06,56.08,29,8,24,8,5.00,56.08
3,0,0,2,38,38.05,42.49,2,38,17,30,17.00,42.49,17,30,19,19,11.18,42.49,19,19,17,10,9.22,42.49,17,10,0,0,19.72,42.49
3,0,0,0,21,21.00,23.26,0,21,9,15,10.82,23.26,9,15,10,10,5.10,23.26,10,10,9,5,5.10,23.26,9,5,0,0,10.30,23.26
1,0,0,0,12,12.00,41.04,25,0,27,6,6.32,41.04,0,12,27,6,27.66,41.04,0,12,28,30,33.29,41.04,27,6,28,30,24.02,41.04
4,0,0,0,16,16.00,38.21,0,16,2,28,12.17,38.21,0,16,14,14,14.14,38.21,2,28,26,27,24.02,38.21,0,0,10,2,10.20,38.21
7,0,0,0,13,13.00,29.55,10,0,12,12,12.17,29.55,0,13,12,12,12.04,29.55,0,13,0,25,12.00,29.55,12,12,10,27,15.13,29.55
7,0,0,0,9,9.00,22.80,11,0,13,8,8.25,22.80,0,9,13,8,13.04,22.80,0,9,0,15,6.00,22.80,13,8,14,18,10.05,22.80
3,0,0,2,38,38.05,49.04,2,38,19,30,18.79,49.04,19,30,31,19,16.28,49.04,31,19,19,10,15.00,49.04,19,10,0,0,21.47,49.04
2,15,0,1,5,14.87,33.54,1,5,0,10,5.10,33.54,0,10,0,20,10.00,33.54,0,20,1,25,5.10,33.54,1,25,15,30,14.87,33.54
4,0,0,0,12,12.00,50.21,0,12,0,36,24.00,50.21,0,12,35,12,35.00,50.21,0,36,28,34,28.07,50.21,0,0,13,0,13.00,50.21
4,0,0,0,14,14.00,43.46,0,14,0,38,24.00,43.46,0,14,17,13,17.03,43.46,0,38,16,40,16.12,43.46,0,0,13,0,13.00,43.46
9,0,0,0,23,23.00,42.49,0,23,0,38,15.00,42.49,0,38,19,31,20.25,42.49,19,31,19,21,10.00,42.49,19,21,0,11,21.47,42.49
7,0,0,0,18,18.00,39.36,18,0,18,12,12.00,39.36,0,18,18,12,18.97,39.36,0,18,1,35,17.03,39.36,18,12,17,31,19.03,39.36
4,0,0,0,16,16.00,29.07,0,16,1,24,8.06,29.07,0,16,6,14,6.32,29.07,1,24,10,26,9.22,29.07,0,0,13,2,13.15,29.07
7,0,0,0,8,8.00,29.83,6,0,7,12,12.04,29.83,0,8,7,12,8.06,29.83,0,8,1,29,21.02,29.83,7,12,7,27,15.00,29.83
7,0,0,0,14,14.00,41.05,22,0,23,11,11.05,41.05,0,14,23,11,23.19,41.05,0,14,0,21,7.00,41.05,23,11,23,34,23.00,41.05
7,0,0,0,14,14.00,38.60,10,0,10,16,16.00,38.60,0,14,10,16,10.20,38.60,0,14,1,20,6.08,38.60,10,16,11,37,21.02,38.60
1,0,0,0,16,16.00,43.66,13,0,15,12,12.17,43.66,0,16,15,12,15.52,43.66,0,16,4,41,25.32,43.66,15,12,4,41,31.02,43.66
4,0,0,0,12,12.00,29.41,0,12,1,23,11.05,29.41,0,12,9,14,9.22,29.41,1,23,17,23,16.00,29.41,0,0,7,-1,7.07,29.41
